Title,Domain,Datasets,GIT link
On Automatic Parsing of Log Records Edit social previewOn Automatic Parsing of Log Records Edit social preview,"['MACHINE TRANSLATION', 'LOG PARSING']","['', ' Synthetic and Real Apache Log Records ']",['https://github.com/WulffHunter/log_generator']
Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism Edit social previewMegatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism Edit social preview,"['LANGUAGE MODELLING', 'READING COMPREHENSION']","['', ' RealNews ', ' CC-Stories ', ' GLUE ', ' LAMBADA ', ' WikiText-103 ', ' SQuAD ', ' RACE ']","['https://github.com/NVIDIA/Megatron-LM', 'https://github.com/facebookresearch/fairscale', 'https://github.com/qhduan/CPM-LM-TF2']"
OmniNet: Omnidirectional Representations from Transformers Edit social previewOmniNet: Omnidirectional Representations from Transformers Edit social preview,"['LANGUAGE MODELLING', 'FEW-SHOT LEARNING', 'MACHINE TRANSLATION']","['', ' Billion Word Benchmark ']",['https://github.com/lucidrains/omninet-pytorch']
Dynamic Evaluation of Transformer Language Models Edit social previewDynamic Evaluation of Transformer Language Models Edit social preview,['LANGUAGE MODELLING'],"['', ' WikiText-103 ']",['https://github.com/benkrause/dynamiceval-transformer']
Mogrifier LSTM Edit social previewMogrifier LSTM Edit social preview,['LANGUAGE MODELLING'],"['', ' WikiText-2 ', ' WikiText-103 ', ' Penn Treebank ']","['https://github.com/deepmind/lamb', 'https://github.com/RMichaelSwan/MogrifierLSTM']"
Pay Attention when Required Edit social previewPay Attention when Required Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'PARAPHRASE IDENTIFICATION', 'SENTIMENT ANALYSIS']","['', ' GLUE ', ' MRPC ', ' WikiText-103 ', ' SQuAD ']","['https://github.com/Jmkernes/PAR-Transformer-XL', 'https://github.com/NVIDIA/DeepLearningExamples/tree/master/PyTorch/LanguageModeling']"
Linguistic Knowledge as Memory for Recurrent Neural Networks Edit social previewLinguistic Knowledge as Memory for Recurrent Neural Networks Edit social preview,['READING COMPREHENSION'],"['', ' CNN/Daily Mail ', ' bAbI ', ' LAMBADA ', ' SQuAD ']",[]
Self-Attentive Associative Memory Edit social previewSelf-Attentive Associative Memory Edit social preview,"['QUESTION ANSWERING', 'RELATIONAL REASONING']","['', ' bAbI ']",['https://github.com/thaihungle/SAM']
MemoReader: Large-Scale Reading Comprehension through Neural Memory Controller Edit social previewMemoReader: Large-Scale Reading Comprehension through Neural Memory Controller Edit social preview,"['MACHINE READING COMPREHENSION', 'QUESTION ANSWERING', 'READING COMPREHENSION']","['', ' TriviaQA ', ' QUASAR ', ' bAbI ', ' QUASAR-T ', ' SQuAD ']",[]
Question Directed Graph Attention Network for Numerical Reasoning over Text Edit social previewQuestion Directed Graph Attention Network for Numerical Reasoning over Text Edit social preview,"['MACHINE READING COMPREHENSION', 'QUESTION ANSWERING', 'NATURAL LANGUAGE UNDERSTANDING', 'READING COMPREHENSION']","['', ' DROP ', ' TriviaQA ', ' SQuAD ', ' RACE ']",['https://github.com/emnlp2020qdgat/QDGAT']
Frustratingly Easy Natural Question Answering Edit social previewFrustratingly Easy Natural Question Answering Edit social preview,"['QUESTION ANSWERING', 'TRANSFER LEARNING', 'DATA AUGMENTATION']","['', ' TriviaQA ', ' NarrativeQA ', ' NewsQA ', ' HotpotQA ', ' Natural Questions ', ' SQuAD ']",[]
BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding Edit social previewBERT: Pre-training of Deep Bidirectional Transformers for Language Understanding Edit social preview,"['TEXT CLASSIFICATION', 'SENTIMENT ANALYSIS', 'QUESTION ANSWERING', 'CONVERSATIONAL RESPONSE SELECTION', 'NATURAL LANGUAGE INFERENCE', 'NATURAL LANGUAGE UNDERSTANDING', 'COMMON SENSE REASONING', 'SENTENCE CLASSIFICATION', 'NAMED ENTITY RECOGNITION', 'CROSS-LINGUAL NATURAL LANGUAGE INFERENCE']","['', ' ImageNet ', ' TriviaQA ', ' CoQA ', ' MultiNLI ', ' CoNLL-2003 ', ' SST ', ' CoLA ', ' MRPC ', ' Billion Word Benchmark ', ' SWAG ', ' SQuAD ']","['https://github.com/samirsahoo007/Audio-and-Speech-Processing', 'https://github.com/EuphoriaYan/bert_component', 'https://github.com/SCismycat/bert_code_view', 'https://github.com/Kosuke-Szk/BERT-NER-ja', 'https://github.com/salesforce/GeDi', 'https://github.com/surancy/nlp-classification-with-BERT', 'https://github.com/KeithGalli/pycon2020', 'https://github.com/yuhangT/tf_bert', 'https://github.com/wchh127/yykf', 'https://github.com/qbxlvnf11/BERT', 'https://github.com/JohannLee1996/bert', 'https://github.com/kinimod23/NMT_Project', 'https://github.com/goldenbili/Bert_Test3', 'https://github.com/Microsoft/AzureML-BERT', 'https://github.com/benywon/ReCO', 'https://github.com/hegebharat/sentiment-Analysis-for-German-Datasets', 'https://github.com/Chenrj233/bert_pratice', 'https://github.com/brightmart/text_classification', 'https://github.com/Unbabel/COMET', 'https://github.com/duyunshu/bert-sentiment-analysis', 'https://github.com/LeoWood/bert-horovod', 'https://github.com/somiltg/bert', 'https://github.com/samwisegamjeee/pytorch-transformers', 'https://github.com/abhilash1910/BERTSimilarity', 'https://github.com/Nstats/my_bert', 'https://github.com/somiltg/xquad', 'https://github.com/dreamgonfly/BERT-pytorch', 'https://github.com/qbxlvnf11/contextualized-embedding-BERT', 'https://github.com/socc-io/piqaboo', 'https://github.com/ensembles4612/medical_intent_detector_using_BERT', 'https://github.com/MOHAMEDELDAKDOUKY/bert_adjusted', 'https://github.com/tdd-ai/data-collection', 'https://github.com/imgarylai/bert-embedding', 'https://github.com/TannerFry/CS522-Final-Project', 'https://github.com/hoangtrungchinh/Bert-SQuAD-v2', 'https://github.com/Mayner0220/BERT-Implementing', 'https://github.com/MatthewSwahn/news-headlines-sarcasm-detector', 'https://github.com/nachiketaa/bert', 'https://github.com/manideep2510/siamese-BERT-fake-news-detection-LIAR', 'https://github.com/karenacorn99/explore-bert', 'https://github.com/saurabhnlp/bert', 'https://github.com/lukemelas/PyTorch-Pretrained-ViT', 'https://github.com/GauthierDmn/question_answering', 'https://github.com/elenalenaelena/machine-learning-viz', 'https://github.com/deepmind/xquad', 'https://github.com/rpuiggari/bert2', 'https://github.com/Ewillingfly/MyBert', 'https://github.com/danlim-wz/analysis_of_social_media_data_about_singapore', 'https://github.com/myamamoto555/tf-bert', 'https://github.com/stefan-it/historic-ner', 'https://github.com/StuartCHAN/KARL', 'https://github.com/YYGXjpg/BERT_WL', 'https://github.com/codertimo/BERT-pytorch', 'https://github.com/MalteHB/-l-ctra', 'https://github.com/maxudong1993/mybert', 'https://github.com/common-english/bert-all', 'https://github.com/vanpersie32/Multigpu-Bert', 'https://github.com/devJWSong/bert-crf-entity-recognition-pytorch', 'https://github.com/IBM/MAX-Text-Sentiment-Classifier', 'https://github.com/wayalhruhi/gogle_bert', 'https://github.com/Mayner0220/BERT', 'https://github.com/google-research/bleurt', 'https://github.com/vanslerry/long_text', 'https://github.com/Priyanshiguptaaa/CoLA_Sentence_Classification_BERT', 'https://github.com/JMSaindon/NlpSquad', 'https://github.com/FilizGozet/BusTicketReservation', 'https://github.com/agaralabs/transformer-drg-style-transfer', 'https://github.com/vijay120/bert', 'https://github.com/deepmipt/bert/tree/feat/multi_gpu', 'https://github.com/DeligientSloth/QQsim', 'https://github.com/ganeshjawahar/interpret_bert', 'https://github.com/af-ai-center/bert', 'https://github.com/2miatran/Natural-Language-Processing', 'https://github.com/abhineet/sentence_classification_pubmed_scibert', 'https://github.com/ltgoslo/assessing_and_probing_sentiment', 'https://github.com/why2000/DuReader-bert', 'https://github.com/coronazap/bert_client', 'https://github.com/goodluck4s/bert-', 'https://github.com/Sikun/dlam_project', 'https://github.com/owainwest/uniprot_bert', 'https://github.com/semal/bert', 'https://github.com/llx666/git_demo', 'https://github.com/Skumarr53/Attention-is-All-you-Need-PyTorch', 'https://github.com/Linar23/Research_work', 'https://github.com/fanchenyou/transformer-study', 'https://github.com/thebehzaad/BERT-Sentiment-Analysis', 'https://github.com/pfecht/bert-exploration', 'https://github.com/google-research/bigbird', 'https://github.com/whqwill/seq2seq-keyphrase-bert', 'https://github.com/knuddj1/op_text', 'https://github.com/Impavidity/relogic', 'https://github.com/Maz101/pretrainingdataset', 'https://github.com/Holldean/BERT-Pruning', 'https://github.com/AbhishekD15/Sentiment-Analysis_BERT', 'https://github.com/guoyaohua/BERT-Chinese-Annotation', 'https://github.com/abmitra84/Language_Modeling', 'https://github.com/BirgerMoell/bertcastle', 'https://github.com/longbowking/bert', 'https://github.com/Raman-Raje/Machine-Reading-Comprehension-Neural-Question-Answer-', 'https://github.com/Jackma3/NER-Bert-BiLstm', 'https://github.com/appcoreopc/berty', 'https://github.com/SkullFang/BERT_NLP_Classification', 'https://github.com/liuqiangict/lamb_optimizer', 'https://github.com/saurabhkulkarni77/BERT_multilabel', 'https://github.com/hegebharat/SelfDiscovery', 'https://github.com/xesdiny/test-bert-master', 'https://github.com/sonalisrijan/Deep-Learning-based-Defect-Prediction-Model-for-Source-Code', 'https://github.com/benywon/ComQA', 'https://github.com/theQuert/inlpfun', 'https://github.com/ilhamfp/indonesian-text-classification-multilingual', 'https://github.com/iRmantou/car_bert', 'https://github.com/jageshmaharjan/BERT_Service', 'https://github.com/qbxlvnf11/pretrained-language-model-BERT', 'https://github.com/algharak/BERTenhance', 'https://github.com/cuber2460/bert', 'https://github.com/haydlite/sparse-bert-ner', 'https://github.com/DeligientSloth/bert-tensorflow', 'https://github.com/yydai/bert_test', 'https://github.com/wyf-python/Bert-Pytorch-TextClassification', 'https://github.com/chalothon/BERT_Practice', 'https://github.com/KnightZhang625/BERT_TF', 'https://github.com/HuihuiChyan/BJTUNLP_Practice2020', 'https://github.com/XMdidi/SMP_Bert', 'https://github.com/kiko441500/google_bert', 'https://github.com/ricardordb/bert', 'https://github.com/helboukkouri/character-bert', 'https://github.com/joongbo/tta', 'https://github.com/chambliss/Multilingual_NER', 'https://github.com/leodotnet/bert-old', 'https://github.com/saravanakumarjsk/BERT-collection', 'https://github.com/utterworks/fast-bert', 'https://github.com/pingheng001/Cnn-Bert', 'https://github.com/shaikhzhas/bert', 'https://github.com/StoneGH/bert', 'https://github.com/Qordobacode/fitbert', 'https://github.com/Sanyuan-Chen/RecAdam', 'https://github.com/reppy4620/Dialog', 'https://github.com/Tencent/TurboTransformers', 'https://github.com/pengming617/bert_classification', 'https://github.com/NehaTamore/TextSimilarity', 'https://github.com/mayurnewase/Quora-Bert', 'https://github.com/jangjoongkeon/JK', 'https://github.com/musixmatchresearch/umberto', 'https://github.com/IndicoDataSolutions/finetune', 'https://github.com/TSLNIHAOGIT/bert_run', 'https://github.com/chen-xiong-yi/OwnBERT', 'https://github.com/madhawav/MML', 'https://github.com/kobowon/cs470_project_version2', 'https://github.com/RenXiangyuan/tf_bert', 'https://github.com/R1j1t/contextualSpellCheck', 'https://github.com/Nilanshrajput/Intent_classification', 'https://github.com/lkfo415579/MT-Readling-List', 'https://github.com/lonePatient/Bert-Multi-Label-Text-Classification', 'https://github.com/ypeleg/MinimalIsAllYouNeed', 'https://github.com/joytianya/google_bert', 'https://github.com/chrisleunglokhin/Capstone-BERT', 'https://github.com/Farahn/AES', 'https://github.com/the-Quert/iNLPfun', 'https://github.com/benywon/ChineseBert', 'https://github.com/ericperfect/Bert_Position_BiLSTM_Attention_CRF_LSTMDecoder', 'https://github.com/lonePatient/BERT-chinese-text-classification-pytorch', 'https://github.com/davidsvaughn/dts-tf', 'https://github.com/shanry/bert', 'https://github.com/bentrevett/pytorch-sentiment-analysis', 'https://github.com/itsShnik/adaptively-finetuning-transformers', 'https://github.com/abhiagg92/bert_sentiment', 'https://github.com/kpot/keras-transformer', 'https://github.com/Y1ran/NLP-BERT--ChineseVersion', 'https://github.com/aws-samples/amazon-sagemaker-bert-pytorch', 'https://github.com/YuehChuan/bert-Agus', 'https://github.com/DataScienceNigeria/Supervised-NLP-from-Facebook-AI-Team', 'https://github.com/CVxTz/music_genre_classification', 'https://github.com/af-ai-center/nerblackbox', 'https://github.com/ManasRMohanty/DS5500-capstone', 'https://github.com/charles9n/bert-sklearn', 'https://github.com/amauriciorr/AubreyBot', 'https://github.com/FengJiaChunFromSYSU/Bert', 'https://github.com/chunghyunhee/twitter_disaster_NLP', 'https://github.com/epcpu/deep-nlp-links', 'https://github.com/sberbank-ai/ner-bert', 'https://github.com/chandu7077/mybert', 'https://github.com/baixl/text_classification', 'https://github.com/junhahyung/bert_finetune', 'https://github.com/linlei1214/SITS-BERT', 'https://github.com/icewing1996/bert_dep', 'https://github.com/fabiocorreacordeiro/Elsevier_abstracts-Classification', 'https://github.com/mkavim/finetune_bert', 'https://github.com/UnknownGenie/altered-BERT-KPE', 'https://github.com/fciannel/bert_fciannel', 'https://github.com/ElizaLo/Question-Answering-based-on-SQuAD', 'https://github.com/piegu/language-models', 'https://github.com/krantirk/BERT-Pretrained-model', 'https://github.com/tensorflow/models/tree/master/official/nlp', 'https://github.com/deepset-ai/bert-tensorflow', 'https://github.com/siramatu/brigade-visualizer', 'https://github.com/okanvk/ENELPI---Soru-Cevap-Sistemi', 'https://github.com/huanghonggit/Mask-Language-Model', 'https://github.com/svakulenk0/response_eval', 'https://github.com/xiaopp123/bert_explain', 'https://github.com/ShivamRajSharma/Transformer-Architectures-From-Scratch', 'https://github.com/nalbarr/coursera-ai4med-course3', 'https://github.com/circlePi/BERT_Chinese_Text_Class_By_pytorch', 'https://github.com/TYTYTYTYTYTYTYTYTY/558-project', 'https://github.com/nachiketaa/BERT-pytorch', 'https://github.com/okanvk/Turkish-Reading-Comprehension-Question-Answering-Dataset', 'https://github.com/jinzhenfan/BERT', 'https://github.com/goldenbili/bert_lamb_pretrain', 'https://github.com/darr/nlp_work', 'https://github.com/zsweet/BERT_zsw', 'https://github.com/NoraH2004/BERT_AE_thesis', 'https://github.com/knuddy/op_text', 'https://github.com/haidershaour/bert', 'https://github.com/cedrickchee/pytorch-pretrained-BERT', 'https://github.com/halo090770/bert', 'https://github.com/yifding/hetseq', 'https://github.com/thecodemasterk/BERT', 'https://github.com/EthanWYB/bert-classification', 'https://github.com/avichaychriqui/HeBERT', 'https://github.com/ymcui/LAMB_Optimizer_TF', 'https://github.com/g-eklund/bert_tutorial', 'https://github.com/wangcongcong123/ttt', 'https://github.com/viniciusoliveirasd/bert-applications', 'https://github.com/MansMeg/IntroML', 'https://github.com/habibullah-araphat/BERT-GPU', 'https://github.com/a414351664/Bert_MRC', 'https://github.com/Nstats/bert_senti_analysis_ch', 'https://github.com/Meelfy/pytorch_pretrained_BERT', 'https://github.com/gbcolborne/lang_id', 'https://github.com/thunlp/BERT-KPE', 'https://github.com/MaZhiyuanBUAA/bert-tf1.4.0', 'https://github.com/xitianxiaofeixue/BERT', 'https://github.com/DeokO/bert-excercise-ongoing', 'https://github.com/chiayewken/bert-qa', 'https://github.com/LoveYang/bert_test', 'https://github.com/Gaozhen0816/BERT_QA_for_Chinese', 'https://github.com/rickyHong/Google-BERT-repl', 'https://github.com/tvinith/bert', 'https://github.com/Nimesh-Patel/BERT', 'https://github.com/Colanim/BERT_STS-B', 'https://github.com/glassroom/heinsen_routing', 'https://github.com/bhavitvyamalik/bert', 'https://github.com/brightmart/roberta_zh', 'https://github.com/zaradana/Fast_BERT', 'https://github.com/BruceDGit/NLP-BERT--ChineseVersion', 'https://github.com/cospplay/bert-master', 'https://github.com/SAP-samples/acl2019-commonsense', 'https://github.com/YuanEric88/bert-nlu', 'https://github.com/flyliu2017/bert', 'https://github.com/DimasDMM/transformers', 'https://github.com/mhaseeb123/DeepMSim', 'https://github.com/arkel23/PyTorch-Pretrained-ViT', 'https://github.com/anupamsingh610/bert_ner_stride', 'https://github.com/DylanCope/Image-Captioning-with-Bimodal-Transformers', 'https://github.com/xiangyue9607/CliniRC', 'https://github.com/meizi1114/bert', 'https://github.com/guoyaohua/BERT-Classifier', 'https://github.com/lovedavidsilva/bert_old_version', 'https://github.com/TeamLab/bert-gcn-for-paper-citation', 'https://github.com/yanzhitech/bert', 'https://github.com/theneuralbeing/bert-finetuning-webinar', 'https://github.com/1wy/bert', 'https://github.com/chujiezheng/ChID-Dataset', 'https://github.com/Zehui127/SQUAD_BERT', 'https://github.com/jsantoso2/yelp-clone-ml-project', 'https://github.com/Maz101/Bert', 'https://github.com/YongWookHa/BERT-on-Pytorch-Template', 'https://github.com/venkyr91193/Sentiment-Analysis-with-BERT', 'https://github.com/pengshuyuan/Bert', 'https://github.com/Kerram/Deephol-Bert-Zpp', 'https://github.com/BinWang28/SBERT-WK-Sentence-Embedding', 'https://github.com/enod/arxiv-nlp-notes', 'https://github.com/swen128/bert_scorer', 'https://github.com/lennonzurich/lalala', 'https://github.com/tcnguyen/bert', 'https://github.com/paolanu/BERT_epitope', 'https://github.com/Charliesgithub20221030/BERT', 'https://github.com/dmlc/gluon-nlp', 'https://github.com/phohenecker/pytorch-transformer', 'https://github.com/TOSHISTATS/Classification-of-Japanese-news-with-BERT', 'https://github.com/deepset-ai/FARM', 'https://github.com/qywu/Chinese-GPT', 'https://github.com/Kyubyong/bert-token-embeddings', 'https://github.com/Kevin-Vora/bert-embedding-gluonnlp-edit-', 'https://github.com/thanhlong1997/bert_quora', 'https://github.com/AtmaHou/MetaDialog', 'https://github.com/deping-1/2019-false-news-detection-challenge', 'https://github.com/soutsios/pos-tagger-bert-tensorflow', 'https://github.com/awslabs/mlm-scoring', 'https://github.com/zhang-huihui/git-repository', 'https://github.com/tyxr/bert', 'https://github.com/BroCoLySTyLe/SQLovaReview', 'https://github.com/rohan400/PepperQA', 'https://github.com/swen128/bert-sts', 'https://github.com/TonyX19/bert_hyperpartisan', 'https://github.com/TidalPaladin/neural-summarizer', 'https://github.com/weidafeng/NLU2019', 'https://github.com/scotthlee/injury_autocoding', 'https://github.com/Doffery/BERT-Sentiment-Analysis-Amazon-Review', 'https://github.com/goldenbili/Bert_Test2', 'https://github.com/kyzhouhzau/BERT-NER', 'https://github.com/wenhuchen/HDSA-Dialog', 'https://github.com/kaushaltrivedi/fast-bert', 'https://github.com/kazuyuki8/nlp_lesson', 'https://github.com/xbtlin/All-about-Machine-Learning', 'https://github.com/kamalkraj/BERT-SQuAD', 'https://github.com/lehoanganh298/BERT-Question-Answering', 'https://github.com/CyberZHG/keras-bert', 'https://github.com/KzKe/Transformer-models', 'https://github.com/venkyr91193/Sentiment_Analysis_with_BERT', 'https://github.com/chrisseiler96/bert-client-server-tests', 'https://github.com/Shinya-Kouda/kgc', 'https://github.com/IBM/MAX-Toxic-Comment-Classifier', 'https://github.com/Osobarako/alduswarrensewell', 'https://github.com/SumitM0432/Quora-Insincere-Questions-Classification', 'https://github.com/IBM/MAX-Question-Answering', 'https://github.com/uabinf/nlp-fall-2019-project-shuhui_shuqu', 'https://github.com/Zeeshan75/Bert_Telugu_Ner', 'https://github.com/Gaozhen0816/BERT_QA_For_AILaw', 'https://github.com/mithunpaul08/bert_tensorflow', 'https://github.com/millenialSpirou/ift6010', 'https://github.com/DimasDMM/nlp-completer', 'https://github.com/kelly2016/multi-label-bert', 'https://github.com/habibullah-araphat/BERT-NER-TPU', 'https://github.com/flyliu2017/bert_modularized', 'https://github.com/binhetech/bert-application', 'https://github.com/MLH-Fellowship/Social-BERTerfly', 'https://github.com/zbloss/transformer-xxl', 'https://github.com/re-search/DocProduct', 'https://github.com/xuzhezhaozhao/bert_reading', 'https://github.com/keiyamashita111/aaproject', 'https://github.com/XINZXZHANG/Bert_repo', 'https://github.com/Guowei-Yan/Data', 'https://github.com/lonePatient/bert-sentence-similarity-pytorch', 'https://github.com/autobotasia/vibert', 'https://github.com/darr/nerbert', 'https://github.com/teghub/TurkishNER-BERT', 'https://github.com/kpe/bert-for-tf2', 'https://github.com/xiaopingzhong/bert-finetune-for-classfier', 'https://github.com/TSLNIHAOGIT/bert', 'https://github.com/zhengcj1/ChID-Dataset', 'https://github.com/karta282950/bert-multiclass', 'https://github.com/cmunnis/BERT_vs_Transformer-XL', 'https://github.com/Anyesh/my-bert', 'https://github.com/kamalkraj/BERT_NER', 'https://github.com/epfml/collaborative-attention', 'https://github.com/nicholasbao/nlp_job', 'https://github.com/kingcheng2000/bert', 'https://github.com/dzqjorking/transpose', 'https://github.com/Yipeng91/text_classifier_pub', 'https://github.com/thunlp/ReInfoSelect', 'https://github.com/SAP-samples/acl2019-commonsense-reasoning', 'https://github.com/google-research/bert', 'https://github.com/Misoknisky/Bert-MultiGpu', 'https://github.com/deepmipt/Slavic-BERT-NER', 'https://github.com/crx934080895/Bert-CRF_New2', 'https://github.com/Katsumata420/bert_mlm', 'https://github.com/Karthik-Bhaskar/Context-Based-Question-Answering', 'https://github.com/Arthurizijar/Bert_Airport', 'https://github.com/TheNeuromancer/SentEmb', 'https://github.com/tmalbonph/tcbert', 'https://github.com/EssayKillerBrain/NLP-BERT-Chinese', 'https://github.com/Nstats/bert_MRC', 'https://github.com/Satan012/BERT', 'https://github.com/FaskyCC/TextClassification', 'https://github.com/ProsusAI/finBERT', 'https://github.com/Chonwai/Learning_BERT', 'https://github.com/Jun-Zhang-32108/Sentiment-Analysis', 'https://github.com/SpikeKing/My-Bert', 'https://github.com/tobyatgithub/bert_tutorial', 'https://github.com/Dongcf/Pytorch_Bert_Text_Classification', 'https://github.com/jungomi/swiss-language-model', 'https://github.com/facebookresearch/anli', 'https://github.com/Caesarzhang/bert-zh', 'https://github.com/jiyuan/ainote', 'https://github.com/bluejurand/Kaggle_QA_Google_Labeling', 'https://github.com/junhahyung/bert_transfer', 'https://github.com/broccolik/BERT-NER', 'https://github.com/om00839/machine-suneung', 'https://github.com/brightmart/bert_customized', 'https://github.com/SYangDong/bert-with-frozen-code', 'https://github.com/frankcgq105/BERTCHEN', 'https://github.com/Xinsen-Zhang/transformer', 'https://github.com/MichaelZhouwang/LMlexsub', 'https://github.com/JNUpython/bert', 'https://github.com/coco60/bert-test', 'https://github.com/faizansuhail89/bert', 'https://github.com/dbonner/tf1_bert', 'https://github.com/sagorbrur/bangla-bert', 'https://github.com/kiranlvs93/MAX-Question-Answering', 'https://github.com/BinWang28/BERT_Sentence_Embedding', 'https://github.com/Catherine5500/InfromationExtraction', 'https://github.com/guzhang480/Google_BERT', 'https://github.com/Walter-B/bert-20-classes', 'https://github.com/lonePatient/ERNIE-text-classification-pytorch', 'https://github.com/dbmdz/historic-ner', 'https://github.com/zapplea/bert', 'https://github.com/luckynozomi/PPI_Bert', 'https://github.com/HuihuiChyan/BJTUNLP_Practice2021', 'https://github.com/nmfisher/bert-modified', 'https://github.com/JeheonPark596/sentimentsurvival', 'https://github.com/brightmart/bert_original', 'https://github.com/diabhaque/Sixth-Sense', 'https://github.com/idiotprofessorchen/bert.github.io', 'https://github.com/tornermarton/bert-keras', 'https://github.com/aqweteddy/AudioVerification', 'https://github.com/ps2811/Bert-Multi-Label-Text-Classification-GitVersion', 'https://github.com/yiyc-kor/bert-study', 'https://github.com/graykode/nlp-tutorial', 'https://github.com/bino282/bert4news', 'https://github.com/huggingface/transformers', 'https://github.com/eagle705/bert', 'https://github.com/eaishwa/quora-ques-pair-similarity', 'https://github.com/MarcosGrzeca/drunktweets', 'https://github.com/AdamStein97/Semi-Supervised-BERT-NER', 'https://github.com/sherinaseri/bert', 'https://github.com/abhilashreddys/Fake-News-Article', 'https://github.com/felix-do-wizardry/bert_felix']"
Language Models are Unsupervised Multitask Learners Edit social previewLanguage Models are Unsupervised Multitask Learners Edit social preview,"['MACHINE TRANSLATION', 'TEXT GENERATION', 'READING COMPREHENSION', 'QUESTION ANSWERING', 'LANGUAGE MODELLING', 'COMMON SENSE REASONING', 'DOCUMENT SUMMARIZATION', 'MULTI-TASK LEARNING', 'DATA-TO-TEXT GENERATION']","['', ' WikiText-2 ', ' WikiText-103 ', ' WebText ', ' decaNLP ', ' BookTest ', ' CoQA ', ' GLUE ', ' Billion Word Benchmark ', ' LAMBADA ', ' CBT ', ' Natural Questions ']","['https://github.com/openai/gpt-2', 'https://github.com/imcaspar/gpt2-ml', 'https://github.com/huggingface/transformers', 'https://github.com/minimaxir/gpt-2-simple', 'https://github.com/akanyaani/gpt-2-tensorflow2.0', 'https://github.com/huggingface/swift-coreml-transformers']"
Learning Dense Representations of Phrases at Scale Edit social previewLearning Dense Representations of Phrases at Scale Edit social preview,"['SLOT FILLING', 'QUESTION ANSWERING', 'QUESTION GENERATION', 'TRANSFER LEARNING', 'OPEN-DOMAIN QUESTION ANSWERING']","['', ' WebQuestions ', ' TriviaQA ', ' T-REx ', ' KILT ', ' Natural Questions ', ' SQuAD ']",['https://github.com/jhyuklee/DensePhrases']
Neural Variational Inference for Text Processing Edit social previewNeural Variational Inference for Text Processing Edit social preview,"['TOPIC MODELS', 'QUESTION ANSWERING', 'ANSWER SELECTION', 'LATENT VARIABLE MODELS', 'VARIATIONAL INFERENCE']","['', ' WikiQA ', ' TrecQA ']","['https://github.com/ysmiao/nvdm', 'https://github.com/YongfeiYan/Neural-Document-Modeling', 'https://github.com/jainshobhit/Variational-Autoencoder', 'https://github.com/jiacheng-xu/vmf_vae_nlp', 'https://github.com/carpedm20/variational-text-tensorflow', 'https://github.com/shining-spring/nvlda']"
TANDA: Transfer and Adapt Pre-Trained Transformer Models for Answer Sentence Selection Edit social previewTANDA: Transfer and Adapt Pre-Trained Transformer Models for Answer Sentence Selection Edit social preview,['QUESTION ANSWERING'],"['', ' ASNQ ', ' GLUE ', ' TrecQA ', ' QNLI ', ' WikiQA ', ' Natural Questions ']","['https://github.com/alexa/wqa_tanda', 'https://github.com/samrelins/tanda_search_qa_tool']"
Big Bird: Transformers for Longer Sequences Edit social previewBig Bird: Transformers for Longer Sequences Edit social preview,"['LINGUISTIC ACCEPTABILITY', 'TEXT CLASSIFICATION', 'SENTIMENT ANALYSIS', 'QUESTION ANSWERING', 'CHROMATIN-PROFILE PREDICTION', 'NATURAL LANGUAGE INFERENCE', 'SEMANTIC TEXTUAL SIMILARITY', 'TEXT SUMMARIZATION', 'DOCUMENT SUMMARIZATION']","['', ' TriviaQA ', ' WikiHop ', ' XSum ', ' C4 ', ' GLUE ', ' BigPatent ', ' QNLI ', ' HotpotQA ', ' Natural Questions ']","['https://github.com/google-research/bigbird', 'https://github.com/tensorflow/models/tree/master/official/nlp/projects/bigbird']"
SentenceMIM: A Latent Variable Language Model Edit social previewSentenceMIM: A Latent Variable Language Model Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'TRANSFER LEARNING']","['', ' WikiText-103 ', ' Penn Treebank ']",['https://github.com/seraphlabs-ca/SentenceMIM-demo']
Cluster-Former: Clustering-based Sparse Transformer for Long-Range Dependency Encoding Edit social previewCluster-Former: Clustering-based Sparse Transformer for Long-Range Dependency Encoding Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'OPEN-DOMAIN QUESTION ANSWERING']","['', ' SearchQA ', ' QUASAR ', ' QUASAR-T ', ' Natural Questions ', ' WikiText-103 ']",[]
Improving Machine Reading Comprehension with General Reading Strategies Edit social previewImproving Machine Reading Comprehension with General Reading Strategies Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'MACHINE READING COMPREHENSION', 'READING COMPREHENSION']","['', ' MCTest ', ' QuAC ', ' MultiRC ', ' TriviaQA ', ' CoQA ', ' OpenBookQA ', ' SearchQA ', ' NarrativeQA ', ' ARC ', ' NewsQA ', ' ROCStories ', ' BookTest ', ' MS MARCO ', ' SQuAD ', ' RACE ']",['https://github.com/nlpdata/strategy']
